,Cell1,Cell2,entropy
3086,502,878,4.741138479371614
3087,824,929,5.407768541620501
3088,629,690,5.710786459175251
3089,529,752,5.166688476807694
3090,6,482,5.487558155440214
3091,553,880,5.726061413770676
3092,446,754,5.221607679728545
3093,960,975,5.318017589792783
3094,523,937,5.212185443592589
3095,657,937,5.488843517099693
3096,421,697,5.515942458412362
3097,379,929,5.372175778691395
3098,720,993,4.68267179931217
3099,527,827,5.451226308937926
3100,167,292,5.7852560504830155
3101,733,932,5.884892647937023
3102,700,755,4.3526519435152435
3103,590,883,5.233889295160608
3104,244,246,5.1957651276695325
3105,464,515,5.146943888749111
3106,455,695,4.535730090140342
3107,91,647,5.458564908353723
3108,210,598,4.941728376508295
3109,397,690,5.6086231050680855
3110,550,932,5.363364974060452
3111,311,421,5.552545698493972
3112,333,705,5.18797004536412
3113,200,590,4.8808776662629825
3114,816,822,5.652523719774824
3115,2,834,5.108358346842741
3116,520,531,5.373562936354855
3117,29,708,4.9647443341313515
3118,318,582,4.145528698754754
3119,115,482,5.189920242162352
3120,629,932,5.790264493311793
3121,837,881,4.794703100115922
3122,550,824,5.253853118829612
3123,121,647,5.417194245448185
3124,797,930,5.255686130753873
3125,608,765,4.572899207435335
3126,200,711,4.895782245963186
3127,57,662,5.350842503758988
3128,277,894,5.137148530939727
3129,629,824,5.627820061319391
3130,97,963,5.15067384361421
3131,35,85,5.232120973853009
3132,26,265,5.025749318894822
3133,471,881,4.904508470887829
3134,89,550,5.052995086714912
3135,292,421,5.489141023367879
3136,297,765,4.753362186216898
3137,168,614,5.013023871045111
3138,9,69,4.978594114821189
3139,90,960,5.458370319552067
3140,167,655,5.762652218172382
3141,360,784,4.810507525937199
3142,258,773,4.3642786778594
3143,19,262,5.993456803466426
3144,337,837,4.685336298125054
3145,827,930,5.408412056030469
3146,6,966,5.434512129030981
3147,238,306,5.5615680285295035
3148,90,142,5.601378718323544
3149,441,894,5.340070814221213
3150,301,591,5.4338070812475525
3151,12,488,4.783029673910144
3152,77,617,5.69402587071424
3153,125,136,5.197487553714453
3154,258,665,4.407730077164348
3155,593,655,5.69277188673575
3156,202,733,5.989218027879045
3157,348,558,5.287126113631063
3158,6,40,5.305017169103118
3159,811,962,5.043039770348112
3160,162,553,5.415470945212267
3161,107,617,5.581511821261262
3162,19,733,5.96123055287503
3163,79,784,4.747147171230368
3164,115,966,5.37230107295056
3165,225,609,5.5545200947936175
3166,390,905,4.9716463990617035
3167,290,967,5.0452739043371935
3168,159,255,4.449728891749742
3169,123,332,5.4994601952485205
3170,563,833,5.062793757814608
3171,67,666,5.004667064967025
3172,320,617,5.416857346846789
3173,447,658,5.213868061021059
3174,70,671,4.543566294410783
3175,125,378,5.095605630472936
3176,259,607,4.149933089295137
3177,369,967,4.853419837544385
3178,572,838,5.303999324250721
3179,102,623,5.045197554307781
3180,468,717,5.002008949708297
3181,129,268,4.911817148790008
3182,387,792,5.8854975955523345
3183,294,564,5.258539024804076
3184,822,949,5.754069261875562
3185,5,461,4.93431015051354
3186,244,743,5.304631510894397
3187,371,784,4.631717739742457
3188,109,784,4.630475100581805
3189,579,733,5.871600302569866
3190,389,838,5.1436909928495735
3191,755,895,4.33794783313041
3192,177,918,4.853073292251047
3193,208,268,4.768542303689451
3194,204,792,5.855209481718319
3195,405,782,5.056640764971618
3196,350,617,5.423721185510259
3197,262,733,5.823972634192896
3198,372,376,4.520625353464468
3199,102,515,5.162348500114491
3200,88,617,5.518156734918139
3201,0,733,5.81570449743461
3202,410,631,5.533965199030531
3203,759,785,5.174717886967882
3204,387,913,5.7506426724696755
3205,294,456,5.348752205854475
3206,71,384,4.907511904680771
3207,90,397,5.525102487366421
3208,2,284,5.305150516237479
3209,664,898,5.316939769645749
3210,26,641,5.066703733718989
3211,12,743,5.02485902489081
3212,48,400,4.992101981938803
3213,204,913,5.717810787102337
3214,328,454,4.197379818496949
3215,190,749,4.5362670693292895
3216,386,395,5.607149888285183
3217,205,320,5.740297397689991
3218,322,905,4.8698406499944
3219,570,741,4.319012316071873
3220,124,395,5.599875193013609
3221,418,613,5.600274167721009
3222,91,218,5.552209125695999
3223,349,742,4.834628411850033
3224,564,667,5.312665722999838
3225,643,960,5.403224409375077
3226,299,921,5.719854555513849
3227,388,441,5.816986734812499
3228,555,618,4.865086756600194
3229,49,746,5.242857759028203
3230,178,631,5.476338315614491
3231,2,405,5.0214070609487935
3232,258,331,4.490092527355139
3233,678,688,5.123619555117534
3234,361,752,4.9307009291600945
3235,540,983,5.211157585182476
3236,755,908,4.328790744157272
3237,488,564,5.0454852645660235
3238,262,975,5.481689601520474
3239,317,682,5.8323468818443684
3240,0,975,5.416522985669364
3241,468,851,4.9436233150779065
3242,77,175,6.295362359444557
3243,643,852,5.0926100327702235
3244,127,292,5.57458026366283
3245,75,102,5.235109998696961
3246,121,218,5.493024851201118
3247,123,816,5.603944818442146
3248,609,975,5.102024384791974
3249,53,757,4.946281734129501
3250,521,862,5.159178741143319
3251,142,277,5.556812840347509
3252,488,685,4.744846427555749
3253,171,749,4.621169229474978
3254,553,814,5.525982144177523
3255,31,180,4.857502003353518
3256,89,121,5.3766458247112325
3257,421,631,5.299369005410093
3258,756,850,4.933432741441046
3259,123,937,5.463400265961924
3260,678,930,5.275180815631021
3261,309,804,4.737734738849154
3262,125,983,5.294931136824028
3263,502,704,5.027379103221011
3264,125,754,5.2356086411378415
3265,101,131,4.908223206283517
3266,639,975,5.000183922102268
3267,174,350,5.816972921341861
3268,485,508,4.831347526039376
3269,784,804,4.821796168711944
3270,104,816,5.654863793180983
3271,219,766,5.7849974085372375
3272,107,296,5.451877029622334
3273,286,527,5.295702410304585
3274,2,768,4.853214937840707
3275,613,693,5.449752941034385
3276,893,976,4.613001331709675
3277,282,822,5.597481719056939
3278,483,583,4.744377536260874
3279,6,658,5.41156219579516
3280,188,406,4.745947060089406
3281,207,419,5.104025351844393
3282,348,358,4.657808571493311
3283,386,650,5.473054878680132
3284,124,650,5.474937329426458
3285,531,745,5.217337314507958
3286,127,655,5.530040409926184
3287,784,925,4.703567576694857
3288,278,299,5.650448078326093
3289,80,543,4.867989770750428
3290,104,937,5.638586040043074
3291,641,876,5.045028271899595
3292,219,887,5.432101039284299
3293,200,645,4.628495382769243
3294,46,178,6.007309979136617
3295,208,765,4.618698535801114
3296,478,589,5.099846228023365
3297,161,653,4.722609220771135
3298,598,654,5.125175198071258
3299,629,758,5.732928103780343
3300,67,237,4.921064500152193
3301,246,468,5.03812190777784
3302,413,645,4.492505707649939
3303,213,291,4.750243625188361
3304,215,889,5.708705357191842
3305,710,868,4.706150015716211
3306,572,638,5.495676074831791
3307,88,296,5.414282273275777
3308,90,894,5.2708285744133105
3309,164,843,4.94740596199075
3310,46,299,5.960734947419536
3311,122,846,4.990502060063207
3312,464,812,5.345104417122741
3313,5,32,4.667029248570261
3314,225,301,5.610811737543728
3315,428,889,5.654890250373819
3316,593,697,5.666253882928637
3317,598,775,4.929650760457976
3318,123,253,5.6529319633561625
3319,152,725,5.486674880127959
3320,26,320,5.31961053737553
3321,246,589,5.105573482908287
3322,279,537,4.702222746571597
3323,26,91,5.46657812518226
3324,67,129,4.88339656856856
3325,807,885,5.342301298522456
3326,867,936,4.618059762282161
3327,75,478,5.187664193207972
3328,503,659,4.458936933915111
3329,93,266,5.02935794170167
3330,464,704,5.112270313757623
3331,441,949,5.582174575238199
3332,790,837,4.850782271018276
3333,26,441,5.344584700576841
3334,399,952,4.348571830684338
3335,834,880,5.629930939107441
3336,39,151,4.406065716727709
3337,75,599,5.1866129921432
3338,190,549,4.564380677709451
3339,173,905,4.8588254918867015
3340,66,779,4.708925210465988
3341,135,384,4.66767306653221
3342,38,946,4.582367616288758
3343,167,831,5.856517434983477
3344,387,834,5.447129495991203
3345,332,898,5.386965572695066
3346,695,721,4.531083116214349
3347,411,962,4.900228393529512
3348,118,151,4.449984057486765
3349,104,253,5.758475304298984
3350,178,202,5.905634826133796
3351,376,712,4.491384070952433
3352,35,153,5.1388011296547385
3353,697,767,5.488895798122585
3354,688,947,4.998973592224412
3355,807,898,5.3805617943609905
3356,311,960,5.679632542862717
3357,688,718,4.984522637820536
3358,53,207,5.056574481535159
3359,70,376,4.540856206680818
3360,591,785,5.276430541317039
3361,498,557,4.146110059334091
3362,85,913,5.563386523155803
3363,129,431,4.892940714568662
3364,828,957,5.037465300892331
3365,363,369,5.001659599249157
3366,593,831,5.759102779810589
3367,82,615,4.818145802719785
3368,646,657,5.404065798624678
3369,68,451,4.522674650652789
3370,458,606,4.599411649082141
3371,549,724,4.53660982036803
3372,29,200,4.868314389062118
3373,521,662,5.089073111793175
3374,177,623,4.9050824964580375
3375,180,369,4.8123346327355145
3376,378,613,5.18268046178169
3377,171,549,4.650017924980089
3378,718,947,4.999650236143575
3379,314,857,4.897543370018174
3380,418,426,5.38830935707658
3381,468,772,4.969326981323614
3382,561,963,5.075273154860871
3383,277,975,5.1639872285511945
3384,225,785,5.522651486649556
3385,459,723,5.643085852707801
3386,151,570,4.307672790617085
3387,35,395,5.503021356833283
3388,136,447,5.035443145708615
3389,292,960,5.65631293425749
3390,268,337,4.736861178837799
3391,309,375,4.7965047768909415
3392,89,631,5.280092852401174
3393,553,735,5.4931765993121235
3394,50,151,4.503547490636595
3395,215,218,5.5757185143432935
3396,767,960,5.440694870883175
3397,123,629,5.682617570120603
3398,2,339,5.278170055802903
3399,277,278,5.538613501816489
3400,125,446,5.309207120170318
3401,410,807,5.621220199950759
3402,248,745,5.101201511172325
3403,60,465,5.53846067194192
3404,459,965,5.355816403925395
3405,266,799,4.922438610107152
3406,574,915,5.609597416444419
3407,734,904,5.105248436252883
3408,558,678,5.493958577707329
3409,348,868,4.90035670017179
3410,175,388,6.365268625742196
3411,39,756,4.6786063628360095
3412,359,734,5.037867196094844
3413,667,850,5.168800693023781
3414,190,925,4.557581047700656
3415,405,850,4.965212518667753
3416,102,812,5.391510728443248
3417,671,740,4.62910260166917
3418,104,858,5.731116123492436
3419,178,807,5.5317336302936635
3420,154,221,5.006757950534368
3421,104,629,5.819233717861887
3422,49,693,5.377658051119428
3423,665,925,4.486979040742426
3424,756,784,4.784801301743183
3425,775,797,5.132022773414161
3426,219,350,5.417204338201609
3427,530,966,5.359315052052274
3428,67,976,4.790033989879105
3429,142,332,5.6284653774472035
3430,268,471,4.943163098202882
3431,340,347,4.5763273600634795
3432,331,756,4.682216391037234
3433,207,232,4.993699690787278
3434,205,388,6.075018030745779
3435,102,704,5.178676000515212
3436,564,735,5.366173488051674
3437,657,697,5.632412332802193
3438,154,571,4.853121588315158
3439,398,931,4.827317056280811
3440,833,859,4.75320279456418
3441,733,921,5.786021328655899
3442,766,869,5.878886535442547
3443,171,925,4.694712197224919
3444,215,702,5.744363592256871
3445,504,576,4.614292467423561
3446,237,461,5.047772569271078
3447,311,410,5.810279712878179
3448,204,284,5.549607272800087
3449,421,807,5.336117075117704
3450,696,746,5.472822476503322
3451,283,348,4.727895315520195
3452,434,746,5.466201984899485
3453,558,812,5.573463124746726
3454,29,468,4.969797899872464
3455,428,702,5.698920819697488
3456,837,870,4.748965044181953
3457,634,807,5.23637567291854
3458,708,756,4.797528663627356
3459,317,871,5.770103388578905
3460,50,756,4.722631886052498
3461,124,705,5.245674623049179
3462,91,299,5.650378509886546
3463,858,929,5.565925799555018
3464,434,638,5.63431848867547
3465,599,705,5.06441191400445
3466,593,631,5.459801845895798
3467,617,759,5.408248410971983
3468,49,238,5.310832214623423
3469,826,869,5.917828028531719
3470,31,369,4.970732561889259
3471,127,831,5.655278698672539
3472,292,410,5.772211647648821
3473,495,998,5.056892031563743
3474,729,936,4.630810393532295
3475,154,705,4.88757698661122
3476,457,477,5.179129996546196
3477,176,464,5.356496018314057
3478,85,834,5.223346752241884
3479,641,823,5.124121368250629
3480,90,949,5.6015154607339985
3481,816,824,5.590257567809242
3482,291,939,4.66554172377095
3483,714,813,5.326126357061577
3484,309,993,4.66088643295314
3485,290,485,5.0787919740192375
3486,240,893,4.648758594479205
3487,782,947,5.002055198656156
3488,35,195,5.4284679045918205
3489,320,593,5.532219962824632
3490,265,657,5.219584005567054
3491,647,759,5.221750573840984
3492,191,479,4.6204166713599575
3493,397,813,5.353841240941937
3494,779,878,4.752820318283537
3495,784,993,4.701680698641928
3496,75,533,5.119726322612545
3497,723,983,5.494619930440912
3498,723,754,5.424063137858115
3499,281,372,4.484666729021537
3500,654,883,5.3105905785867416
3501,5,208,4.717034398883141
3502,161,721,4.677536690845926
3503,629,826,5.938966719101416
3504,221,772,5.01778192234829
3505,320,714,5.4969491422561285
3506,110,904,4.938770013630041
3507,75,654,5.276785811890142
3508,113,946,4.661818077964377
3509,378,426,4.989361126235493
3510,350,593,5.45397605778679
3511,369,606,4.829870275378129
3512,88,593,5.611282288594026
3513,608,888,4.65409284090974
3514,131,963,5.05554262388953
3515,167,657,5.681421159602886
3516,869,929,5.679777212854173
3517,712,945,4.5702471061885115
3518,207,729,4.822222592572044
3519,697,822,5.774950946136586
3520,301,593,5.506058953751372
3521,237,837,4.923862591954354
3522,397,826,5.847283091115313
3523,297,888,4.790114417100214
3524,75,775,5.084184128066836
3525,350,714,5.439781983514398
3526,685,704,4.964181452423347
3527,102,383,5.455920537426108
3528,294,553,5.3671458754673615
3529,280,655,5.512479217796026
3530,244,732,5.475207452842834
3531,426,480,5.183486653276326
3532,813,889,5.353283068871476
3533,90,265,5.170288455020586
3534,697,714,5.698442951282449
3535,301,714,5.478840235582361
3536,136,152,5.189467647883113
3537,521,717,5.009177365824422
3538,361,499,4.978942646556849
3539,177,678,5.105873860082092
3540,75,667,5.294986921964839
3541,168,858,5.456080252024156
3542,28,555,4.980232077305719
3543,195,732,5.540071776358537
3544,286,850,5.150071827189484
3545,468,598,4.97541221845985
3546,767,894,5.189724680187103
3547,109,665,4.43155012136826
3548,207,971,5.183019797231107
3549,205,898,5.672798145471934
3550,375,784,4.846554303890203
3551,12,732,5.254741707928012
3552,549,671,4.650945477028272
3553,87,88,5.413661010904086
3554,419,561,5.110665678701097
3555,732,792,5.834378068701222
3556,47,689,5.007697298810877
3557,363,666,5.0720893573378145
3558,583,669,4.869700976424694
3559,22,107,5.500635414398163
3560,338,609,5.405035676929062
3561,35,571,5.014505495370502
3562,40,915,5.217488126423673
3563,90,278,5.574394223525619
3564,153,563,5.105328902348682
3565,499,971,5.230078505562088
3566,89,807,5.285218307294725
3567,553,682,5.685670469423405
3568,732,913,5.710423270382135
3569,176,732,5.542837393513314
3570,162,797,5.391032607897256
3571,743,779,5.1038283673166776
3572,60,520,5.475206730377675
3573,333,386,5.474769989787218
3574,85,284,5.347025632908966
3575,202,869,5.932602750178699
3576,252,461,5.043756215357318
3577,2,515,5.062071500629976
3578,296,733,5.601191525334355
3579,315,746,5.469773156331925
3580,623,862,5.0121386209347865
3581,26,643,5.165201148935686
3582,664,900,4.928607174124122
3583,218,813,5.250143760395553
3584,152,459,5.467324803951251
3585,317,792,5.892608407491824
3586,606,666,4.884743083174398
3587,284,386,5.557634747052538
3588,19,869,5.95127349472991
3589,93,818,5.032988270194021
3590,46,972,6.421525843407726
3591,523,631,5.107149129097589
3592,905,962,4.978985801072559
3593,219,634,5.239181440153936
3594,85,405,5.138376212366865
3595,123,697,5.684115289418309
3596,85,176,5.357178349832141
3597,167,215,5.8242031535832
3598,477,929,5.3468889872369205
3599,678,919,5.140702605743556
3600,752,905,4.979631447658605
3601,84,446,5.518094227298307
3602,282,690,5.448895570332367
3603,667,797,5.332744754561822
3604,317,913,5.832696447626998
3605,157,695,4.500885808589588
3606,358,685,4.6580137007878415
3607,690,929,5.5120032692291305
3608,531,613,5.4121574188722645
3609,574,983,5.576478608537107
3610,200,513,4.739955162061228
3611,90,641,5.173159659542272
3612,35,705,5.117757242221316
3613,398,757,4.990215526170523
3614,57,464,5.392945883105174
3615,26,885,5.244956636331062
3616,571,685,4.775414505736148
3617,810,967,4.987778445233066
3618,447,915,5.20168450042991
3619,218,826,5.74331329931456
3620,166,636,4.8463285207035725
3621,708,919,4.9306157483638
3622,6,418,5.545162123633704
3623,405,918,4.9196334686216465
3624,212,752,4.999047255381758
3625,782,868,4.96128749805668
3626,262,869,5.7880375193758535
3627,0,869,5.73684519986767
3628,745,986,5.11861590424428
3629,456,883,5.50727426701008
3630,946,976,4.672596045680057
3631,215,528,5.750126848834686
3632,564,682,5.600305304378637
3633,643,975,5.114826214108318
3634,743,913,5.580497807280457
3635,89,123,5.310291527980811
3636,219,647,5.335429424139682
3637,434,572,5.691326180568216
3638,599,868,5.046163219380872
3639,62,929,5.293992974523498
3640,282,932,5.52412576804419
3641,84,459,5.656346558749888
3642,653,875,4.712199571865011
3643,207,529,5.132056044269499
3644,768,862,4.884962472248526
3645,418,978,5.546799233225155
3646,110,596,4.81707018448734
3647,53,62,5.073078809506304
3648,550,639,4.925833947560339
3649,443,513,4.698992239240286
3650,486,883,5.571826933780793
3651,434,693,5.572284948987151
3652,200,526,4.599480370016987
3653,379,757,5.061192950441546
3654,508,642,4.877197274428342
3655,520,696,5.621435592528635
3656,282,824,5.440585286888706
3657,142,292,5.79897935923408
3658,9,931,4.727214867022898
3659,265,591,5.262557159782246
3660,499,529,5.169922745844112
3661,77,311,5.846006452236678
3662,127,657,5.434708086237261
3663,278,301,5.5944326916526705
3664,503,648,4.329343139387448
3665,219,889,5.567995131440335
3666,286,650,5.273173759621996
3667,57,827,5.615050668201785
3668,921,932,5.7377934996183875
3669,337,881,4.671401867612398
3670,104,121,5.643072910772687
3671,471,817,4.8476680080965995
3672,168,550,5.078843604764473
3673,204,244,5.471867694791068
3674,66,768,4.584278777479741
3675,333,883,5.39321834789169
3676,360,720,4.800722375882233
3677,167,591,5.692520650327799
3678,107,311,5.723412069522697
3679,272,644,4.539292945829258
3680,520,709,5.386962021478161
3681,712,879,4.573115786604097
3682,698,981,5.321251839639401
3683,464,814,5.387108610075704
3684,49,306,5.585276881273272
3685,515,779,4.961022860277961
3686,50,945,4.708248358534386
3687,609,643,5.101371476999416
3688,31,666,5.05912903332887
3689,284,883,5.470491052703695
3690,807,887,5.391593055905036
3691,339,553,5.4651305149592435
3692,180,237,4.825436188300135
3693,526,645,4.5642035258673594
3694,22,617,5.3814311801439425
3695,765,890,4.566085933634347
3696,589,930,5.173709317028307
3697,322,357,4.686495913475244
3698,387,486,5.719855684566472
3699,478,833,4.981690504146195
3700,813,823,5.147780443267933
3701,142,655,5.7944684924342065
3702,40,378,4.905856455773886
3703,482,723,5.575435639775701
3704,67,481,5.0142920390945305
3705,204,486,5.658645479469779
3706,283,779,4.699652156063698
3707,639,643,5.039862973307054
3708,464,827,5.382189566657744
3709,82,496,4.955294675883492
3710,90,320,5.407792487844117
3711,207,905,4.954290513763949
3712,90,91,5.530866571354384
3713,931,936,4.634235154803372
3714,311,733,5.871729120946846
3715,468,653,4.854810141902017
3716,681,946,4.55915568378037
3717,767,949,5.543506466358055
3718,533,782,5.006296859277318
3719,662,667,5.230191809423779
3720,390,962,5.003733720732065
3721,371,720,4.520747489881859
3722,822,885,5.585106030146644
3723,799,901,4.968282279333518
3724,90,441,5.439113964035052
3725,188,784,4.755743601046009
3726,458,608,4.52125517839979
3727,499,905,5.0314472514692135
3728,232,561,5.061559953126549
3729,397,894,5.459860215241398
3730,760,946,4.656263651567984
3731,405,718,4.977538884421782
3732,127,215,5.573847067223719
3733,558,667,5.473351593174043
3734,852,885,5.143626145355427
3735,274,908,4.129444791395385
3736,678,732,5.497025575359334
3737,260,744,5.291795586799632
3738,609,898,5.218830653242228
3739,631,657,5.40499831474189
3740,655,785,5.451420390084858
3741,70,620,4.658165948814088
3742,240,506,4.600213745906231
3743,317,497,6.088934260115035
3744,47,636,4.945500138780989
3745,561,857,4.914722741807921
3746,743,834,5.222560534114381
3747,822,898,5.576641336674486
3748,338,785,5.325195741966971
3749,627,659,4.559808959849542
3750,85,339,5.287194079929372
3751,123,631,5.454665280156779
3752,725,965,5.382612758237977
3753,277,280,5.164193665395096
3754,315,572,5.652955941883026
3755,34,559,4.916622567137894
3756,433,793,4.35221452277867
3757,264,755,4.391568245214459
3758,465,745,5.346079508972237
3759,322,962,4.838023384419771
3760,181,986,5.167628418471057
3761,191,213,4.721072798854643
3762,60,696,5.64597064969231
3763,35,868,5.094319455416555
3764,40,983,5.1345245832051045
3765,21,741,4.237010594595672
3766,766,858,5.817211943540352
3767,852,898,5.213756400873906
3768,79,157,4.682089544583675
3769,315,693,5.58525429032756
3770,461,747,5.504656683079538
3771,292,975,5.456863315745346
3772,378,978,5.13923924783637
3773,204,862,5.344054042215743
3774,400,508,4.9232686371826455
3775,620,740,4.725983767527543
3776,102,814,5.4010851704602825
3777,212,457,4.962827643754981
3778,107,929,5.621666656384184
3779,831,960,5.742865265718963
3780,523,807,5.110671880242514
3781,19,816,5.896378465137198
3782,91,167,5.804424892596961
3783,5,881,4.713964174055834
3784,657,807,5.424000947118238
3785,22,296,5.290577405880577
3786,13,742,5.004576121369107
3787,168,350,5.239940739016814
3788,467,683,4.3531864944933085
3789,104,631,5.563260132767648
3790,291,457,4.9412887030256885
3791,557,576,4.43133797754978
3792,553,871,5.538285751696801
3793,446,745,5.1722315268503545
3794,69,758,5.413845601284827
3795,363,976,4.891875760929666
3796,410,822,5.723815786112236
3797,31,237,4.943198963462559
3798,19,937,5.8897908210587975
3799,69,529,5.17944066099725
3800,210,468,5.01331122347441
3801,363,747,5.4122866971768335
3802,60,709,5.467470029049791
3803,638,915,5.532336299060889
3804,89,178,5.417755767006757
3805,297,393,4.770860232987254
3806,963,971,5.155519620790497
3807,121,167,5.72596165204587
3808,112,576,4.594878033170003
3809,527,589,5.220093698162753
3810,2,704,5.019534159359733
3811,277,643,5.144557996932502
3812,332,350,5.370405871726941
3813,180,976,4.703064819415406
3814,161,468,4.912728765667423
3815,708,866,4.695507931602836
3816,331,879,4.707439785924295
3817,174,178,5.865855378642856
3818,826,858,5.870130263360314
3819,265,296,5.117660931731448
3820,31,129,5.014047422534775
3821,89,299,5.417266315977177
3822,127,591,5.431338979478572
3823,204,286,5.429990999500941
3824,393,976,4.689501782660809
3825,178,822,5.721139963169572
3826,219,823,5.336962904021006
3827,698,794,5.087419351726988
3828,617,869,5.630621943838737
3829,395,527,5.459080644899482
3830,708,987,4.862644918387666
3831,441,643,5.300758039611895
3832,606,976,4.647197369712207
3833,152,540,5.17724132975702
3834,174,299,5.871104875688866
3835,572,574,5.703272345536116
3836,589,743,5.1536817436276054
3837,80,371,4.604142002628504
3838,742,756,4.917496149418281
3839,2,717,5.026297595243385
3840,253,299,5.683870768004755
3841,598,711,4.967134600744245
3842,202,253,5.923648751721708
3843,50,879,4.735244328088357
3844,647,869,5.4835182700241765
3845,564,871,5.533499245410366
3846,75,414,5.290699156887156
3847,140,543,4.781724355991192
3848,167,646,5.609157961511515
3849,816,826,5.7827839371454655
3850,186,659,4.768055810479941
3851,19,253,5.980297318716551
3852,175,766,6.320115978982567
3853,266,359,4.929373870578302
3854,376,756,4.663392798768616
3855,441,885,5.284770754438455
3856,515,834,5.184164190092178
3857,97,846,5.076279661797332
3858,353,772,4.896987223033576
3859,320,595,5.696083152465817
3860,614,813,4.970059181983979
3861,388,766,6.035982593997723
3862,277,898,5.284986074488968
3863,299,657,5.554368046240529
3864,299,428,5.653309925644071
3865,593,646,5.416534455461872
3866,290,837,5.029255531650325
3867,238,418,5.494943114615903
3868,785,816,5.290160516972065
3869,205,766,5.950325424918664
3870,821,998,5.160745140264308
3871,688,883,5.210990698150891
3872,213,361,4.804481282026426
3873,125,248,5.277386287289076
3874,765,837,4.681155610559453
3875,350,595,5.653909600808612
3876,388,887,5.79648443817026
3877,369,608,4.747281302052829
3878,88,595,5.776653208225068
3879,157,200,4.649488860419913
3880,608,890,4.575805614353851
3881,0,253,5.806927197045803
3882,387,662,5.411453554545338
3883,593,767,5.421606323548051
3884,151,385,4.418456673372271
3885,142,831,5.83025583967796
3886,629,949,5.783130050753798
3887,785,937,5.219937556853055
3888,441,898,5.365059212891225
3889,205,887,5.71634383627117
3890,91,785,5.372737523035287
3891,688,775,4.970429804879352
3892,297,890,4.713204063543353
3893,204,662,5.363477324854026
3894,6,152,5.387293345535147
3895,718,883,5.209224049038071
3896,121,664,5.473789799719507
3897,644,668,4.3618773624625735
3898,468,708,4.8918727991682625
3899,215,262,5.802941236536125
3900,781,939,4.622238659685906
3901,280,657,5.368388492772506
3902,2,154,5.023965511644196
3903,397,949,5.73625057930767
3904,457,963,5.075636084750439
3905,121,785,5.308506460118223
3906,718,775,4.957343530140509
3907,720,784,4.673713094005319
3908,202,858,5.899207889266882
3909,711,735,5.255715507796549
3910,7,619,4.11685746778777
3911,31,976,4.831845203331248
3912,67,670,5.052062473138113
3913,306,915,5.631314074936393
3914,553,792,5.811084533290615
3915,190,740,4.523894496943817
3916,212,499,4.992061793478491
3917,553,563,5.381789923708453
3918,124,386,5.413203893593699
3919,19,858,5.908600654127569
3920,537,555,4.903845044296816
3921,671,784,4.725421543954316
3922,19,629,6.031721694238626
3923,275,555,4.7646049304276
3924,421,609,5.21707034268918
3925,533,850,5.011152669145379
3926,665,740,4.501459725740409
3927,296,614,5.109842229614366
3928,521,732,5.4201796584389115
3929,466,796,4.4525309681132175
3930,553,913,5.658426665081573
3931,658,966,5.33716012749314
3932,873,891,4.855771614626834
3933,28,799,4.957887761359935
3934,157,455,4.546596911597659
3935,418,725,5.608356294167906
3936,266,627,4.764625859074227
3937,123,807,5.454961424822516
3938,85,286,5.230604281797194
3939,558,735,5.54908800646445
3940,136,746,5.1424933322315285
3941,425,620,4.911577473478415
3942,563,850,5.153949358350994
3943,131,173,4.922324008351186
3944,87,332,5.349363204362617
3945,161,281,4.688641310802845
3946,171,740,4.63827456539049
3947,262,858,5.752720682293112
3948,157,576,4.612611053809445
3949,0,858,5.737390265801807
3950,201,848,5.074726851495887
3951,745,746,5.111937276625026
3952,426,966,5.262941170543112
3953,481,636,5.019973303636745
3954,68,992,4.608048068619112
3955,238,915,5.342787542978126
3956,398,867,4.843973587526624
3957,530,794,5.223858886122715
3958,824,975,5.2789171944710365
3959,939,962,4.763555696327276
3960,180,681,4.6175511491367285
3961,125,745,5.194470436421243
3962,488,797,5.036167072143212
3963,455,620,4.692057346464069
3964,504,741,4.430235848978521
3965,564,792,5.76099266108431
3966,104,807,5.591446634799184
3967,393,681,4.568970043501206
3968,849,924,4.454671536723319
3969,847,851,4.997630465593195
3970,90,643,5.2941619776633875
3971,167,338,5.747826577210884
3972,19,174,6.094341125303785
3973,893,967,4.736156916391608
3974,122,824,5.344325937338178
3975,488,918,4.748469264169697
3976,564,913,5.6338759035613615
3977,22,593,5.477361668438307
3978,523,646,5.062985011601233
3979,127,646,5.303121782848809
3980,434,574,5.84669300673281
3981,296,869,5.519741990154708
3982,337,870,4.651630845862669
3983,464,682,5.527611685376008
3984,576,923,4.824392583664137
3985,717,862,5.044302743717388
3986,529,811,5.204576363986263
3987,419,939,4.8713600125261705
3988,40,125,5.1878669504092505
3989,638,983,5.466072453416439
3990,523,767,5.083287003890955
3991,77,421,5.601281740752181
3992,127,767,5.3077578525764055
3993,471,577,4.752989333406712
3994,297,461,5.009750298296189
3995,75,348,5.054366488089004
3996,118,947,4.778889207667622
3997,383,464,5.446343934790573
3998,388,579,5.992811338160145
3999,638,754,5.374004567835646
4000,641,759,5.102143601305371
4001,710,859,4.603979809448236
4002,90,885,5.313359555137872
4003,0,174,5.949247431314806
4004,332,647,5.331339919415063
4005,146,228,5.408031819119058
4006,48,888,4.765566303430733
4007,5,252,4.810106917334218
4008,225,292,5.834021215715746
4009,617,816,5.536415331137673
4010,782,883,5.25855311409756
4011,386,883,5.462574333078412
