,Cell1,Cell2,entropy
220,314,757,4.963878932623617
221,0,338,5.70251039331792
222,349,455,4.599866082991943
223,299,634,5.352721326840029
224,593,852,5.38117897276114
225,390,752,5.049056360887235
226,426,446,5.195130494681085
227,49,459,5.495010656746024
228,885,960,5.428185902859348
229,205,972,6.377248327143593
230,29,221,5.017334360058221
231,540,696,5.484908710394206
232,75,862,5.1833213322409
233,718,968,4.888687390748418
234,317,395,5.731280775630366
235,520,983,5.321950916674345
236,418,447,5.407295069025774
237,690,869,5.71116423705571
238,333,339,5.377897382589651
239,238,745,5.162532101042298
240,202,822,5.961178336878184
241,664,853,5.028600661348014
242,337,458,4.527103576307884
243,414,678,5.354906887429578
244,218,766,5.7666823711086055
245,162,871,5.5185776487767395
246,284,339,5.498008701025961
247,19,822,5.970143510232525
248,965,966,5.219205830217173
249,473,992,4.7476013100859875
250,239,825,4.893322957684173
251,349,468,4.781527684893442
252,299,876,5.429926669984101
253,142,929,5.688161997416475
254,384,691,4.818774084334894
255,277,299,5.453246301826973
256,361,936,4.716900139109188
257,309,517,4.667193104266969
258,125,696,5.58008749683874
259,218,887,5.384147473557709
260,452,825,4.814719505542722
261,831,858,5.7943879696770315
262,564,743,5.267981174979644
263,127,476,5.156102972850702
264,459,986,5.359926005848324
265,643,807,5.266358725018985
266,627,799,4.759502696408903
267,871,930,5.474083011445199
268,549,879,4.699737661623131
269,667,871,5.50238790700043
270,87,296,5.250420745685759
271,89,894,5.184938754971326
272,207,361,4.917905245867072
273,102,833,5.066570639902167
274,262,822,5.765733431640574
275,410,949,5.767002075661169
276,0,822,5.771011011254124
277,248,658,5.269506235805804
278,289,659,4.535508225711286
279,657,826,5.7421242861047626
280,237,240,4.780086829179056
281,280,876,5.1634925755257965
282,729,931,4.559207690748283
283,66,358,4.386223048809732
284,384,933,4.845931712212631
285,645,708,4.7384634454440935
286,590,772,5.061375674306452
287,595,887,5.687845063876255
288,414,812,5.427180424760631
289,617,646,5.374527360228075
290,125,709,5.361327421936084
291,215,831,5.795287455465217
292,110,549,4.700155264587671
293,476,643,5.061047389770014
294,591,593,5.552016274716922
295,178,949,5.655301239390697
296,131,379,5.12128822367782
297,824,831,5.7193510832146774
298,428,831,5.768696265690211
299,669,957,5.029880977969716
300,617,767,5.383300386782431
301,395,654,5.479988997086702
302,6,613,5.478674276929763
303,386,834,5.380679455206309
304,413,708,4.628040625874901
305,91,428,5.652903629168558
306,425,947,4.954011902907869
307,599,834,5.211952667231648
308,425,718,4.996730027919797
309,29,718,5.003636130548295
310,282,898,5.349043659570569
311,645,721,4.56939655044558
312,631,823,5.35409718258757
313,142,595,5.880563826882808
314,735,880,5.748402471953442
315,721,945,4.618155875574547
316,647,767,5.222661900575662
317,812,834,5.329311092280129
318,657,960,5.574307568249116
319,476,885,5.140286639467369
320,421,949,5.481197937487298
321,154,834,5.062013945952154
322,352,849,4.4424192051204
323,121,428,5.61445181224647
324,200,721,4.623700623283478
325,508,837,4.71570599266534
326,742,775,4.952567637450347
327,814,880,5.842841823754762
328,136,965,5.1014505629809666
329,654,662,5.243876422338841
330,60,152,5.404346964993995
331,772,883,5.223029445741523
332,717,947,4.953801475690945
333,851,947,4.922803815882779
334,395,667,5.458181025378019
335,515,732,5.347192987199921
336,702,824,5.6829659554337075
337,413,721,4.4237843909263885
338,127,852,5.2512469576596565
339,75,662,5.18716749035483
340,949,960,5.650516498242015
341,589,654,5.222407587876852
342,869,937,5.633640449949936
343,695,784,4.5704586661363455
344,239,275,4.817718350690792
345,712,724,4.454130234028768
346,268,976,4.748669820745535
347,772,775,4.991647011912537
348,188,724,4.652775676230286
349,749,791,4.666586742904563
350,320,614,5.213486418397271
351,210,742,5.0032742278541
352,110,804,4.725928760251439
353,278,617,5.642611683438301
354,476,898,5.114038201379081
355,154,847,5.088785351918825
356,278,388,5.972050161975638
357,443,721,4.672235941631796
358,589,775,5.011342883756383
359,102,162,5.351289524506326
360,186,799,4.906931236795138
361,360,686,4.845724849802376
362,5,458,4.630382333928461
363,593,894,5.42429046699751
364,156,398,4.926844826074197
365,70,331,4.498843784699789
366,378,447,4.970366709152229
367,350,614,5.1353816391064555
368,479,499,4.850212735311657
369,85,868,5.030041128154029
370,88,614,5.2872473771451185
371,162,563,5.341475544610276
372,459,786,5.47551384319091
373,46,388,6.157395165910551
374,786,915,5.3415306714737385
375,178,278,5.683359781531288
376,431,458,4.605384497222453
377,885,894,5.243637962575915
378,301,614,5.18362507855844
379,246,678,5.163931473895751
380,77,869,5.779387673342423
381,153,221,4.973299241879522
382,311,807,5.61196505029662
383,347,501,4.578354823927718
384,359,555,4.905950444192582
385,218,350,5.349958521348699
386,317,558,5.732571962413562
387,9,213,4.71705719931825
388,5,471,4.878042189625557
389,127,168,5.227718909178277
390,338,617,5.513040113454765
391,758,974,5.562244189700701
392,563,735,5.337476114803718
393,353,925,4.743760534497788
394,480,966,5.251891174648702
395,482,810,5.277958390599995
396,153,571,4.865263966082454
397,405,563,5.131534278568145
398,66,868,4.701915097082492
399,107,869,5.730925615057878
400,281,756,4.667915881302851
401,124,284,5.547256062391426
402,286,871,5.4316475353250935
403,91,107,5.682132200004934
404,662,862,5.113147388460782
405,693,966,5.400034217338928
406,219,292,5.624980091394639
407,2,294,5.11744592306003
408,315,754,5.526378741753334
409,67,689,5.00585448731333
410,320,869,5.598331114699511
411,292,807,5.611636829196952
412,180,337,4.658513114884731
413,653,749,4.582087554601929
414,152,238,5.275987945691271
415,124,176,5.564234145668966
416,468,740,4.825044008780042
417,561,931,4.815271893822136
418,690,816,5.608349094614086
419,127,410,5.586287488890822
420,154,284,5.27122639909229
421,333,515,5.196065221515708
422,67,810,5.098938276020936
423,75,930,5.238064275043264
424,400,461,5.207375752542645
425,350,869,5.566011186932695
426,28,818,5.09000266184368
427,331,590,4.826271938094074
428,88,869,5.6473795149716635
429,685,859,4.781872743115607
430,284,515,5.346565717619437
431,69,361,5.012247649770167
432,284,286,5.359653857447326
433,671,695,4.6121328344377375
434,690,937,5.5853204577000986
435,154,405,4.936972100664317
436,393,458,4.6172471883725645
437,434,459,5.642034069249824
438,527,650,5.35993627513651
439,766,932,5.915447968090203
440,664,921,5.473919740821092
441,301,869,5.563013846582204
442,153,705,4.913492644942042
443,278,885,5.5553920605069305
444,6,426,5.325423100925094
445,87,122,5.143575379542413
446,152,480,5.23536436907041
447,331,711,4.810132215240273
448,372,749,4.530002157052299
449,817,870,4.705839856992365
450,421,641,5.148432675088874
451,219,655,5.592966998558939
452,35,834,5.244092466218563
453,200,413,4.523662211606071
454,577,888,4.610572968099995
455,646,759,5.282925904631701
456,766,824,5.805690669038859
457,296,646,5.274643639959974
458,26,785,5.10412517129113
459,678,711,5.166515414964196
460,84,238,5.552411734760723
461,590,598,5.020320519524049
462,851,868,4.840769568367371
463,39,724,4.462000051843291
464,870,881,4.729417056833332
465,634,641,4.987483973443652
466,215,657,5.614202333758993
467,110,375,4.903768969240659
468,22,262,5.577688533211812
469,13,708,4.9161409476996285
470,27,606,4.693434552966238
471,550,647,5.092042358018777
472,118,724,4.540669916467919
473,104,826,5.855667729936747
474,420,537,4.70411216735244
475,599,768,4.971406377499193
476,296,767,5.300104788997075
477,617,822,5.610060404116638
478,428,657,5.554132899138299
479,240,606,4.6547164060332635
480,708,711,4.914491332965748
481,9,939,4.6782476861131785
482,735,814,5.522880488293243
483,331,724,4.541584671742902
484,26,88,5.395387290808524
485,523,894,5.023400528890691
486,657,894,5.364221556135309
487,75,246,5.17964241120282
488,123,960,5.548304880222262
489,71,770,5.054317851868563
490,338,885,5.458769579000758
491,816,887,5.474697434575588
492,35,847,5.1715341348031965
493,714,876,5.376816063864774
494,733,889,5.731060416485831
495,277,609,5.1665752766660695
496,84,480,5.49864381415913
497,478,599,5.181944044842563
498,414,880,5.703983023980724
499,235,612,4.260104799593564
500,142,421,5.5690268612015235
501,123,142,5.708760504348251
502,529,830,5.120041755624983
503,617,714,5.530098507519738
504,837,946,4.724738705173958
505,702,758,5.804139778794518
506,647,822,5.554650673638837
507,740,784,4.6408769361855695
508,232,314,4.997884360888022
509,397,647,5.459281354687434
510,113,888,4.656509645691546
511,710,878,4.570138207586428
512,89,265,5.072314254532417
513,264,266,4.654934452100824
514,102,204,5.453772883426649
515,47,268,4.883319683945228
516,847,883,5.2136893896400265
517,244,553,5.443949682213209
518,225,311,5.864509335595728
519,483,835,4.750920945647413
520,846,887,5.11472000467715
521,161,784,4.670280867001077
522,455,773,4.507214215544917
523,400,837,4.965917633040885
524,441,609,5.289619072659945
525,735,827,5.503544864045715
526,465,966,5.492528737816471
527,50,724,4.554325524465621
528,485,881,4.816840040545226
529,647,714,5.422939695932132
530,793,997,4.324716906535194
531,526,653,4.511288548886111
532,779,833,4.84187107115492
533,77,332,5.687714409209542
534,75,488,4.973189057943052
535,608,951,4.632866636356593
536,195,553,5.54143080747029
537,520,838,5.286363003172646
538,181,389,5.057934535580215
539,38,606,4.633000010692544
540,360,620,4.839938509280615
541,714,889,5.607328601908353
542,814,827,5.585607903800659
543,698,881,4.935820378788839
544,156,561,4.899718398471583
545,390,499,5.034590813293737
546,104,142,5.798938797537828
547,348,502,4.864338505573822
548,389,540,5.110019273993576
549,12,553,5.206516834554414
550,480,658,5.2712528650042385
551,339,682,5.612261188889415
552,721,784,4.6352109102483725
553,91,617,5.564330221569951
554,397,889,5.632917810169285
555,297,951,4.843776133651822
556,682,792,5.9277708022561155
557,527,918,5.079962733791791
558,286,563,5.165837575206335
559,294,387,5.3792330414271925
560,146,260,5.303647521954729
561,846,900,4.791910762595102
562,118,161,4.653959848963923
563,395,735,5.496758020129103
564,348,623,4.893465644090966
565,315,446,5.583142481364873
566,260,510,5.230246227229689
567,545,679,4.374892614736947
568,204,386,5.529849312618523
569,176,553,5.5120451314958085
570,121,617,5.513640897663382
571,682,913,5.862738076179148
572,286,913,5.605974317160113
573,167,733,5.8505416830021835
574,79,620,4.772037677199059
575,239,343,4.929620911823723
576,598,919,4.982695452809358
577,123,397,5.586261941352788
578,35,284,5.386441509390765
579,697,898,5.5817494530583165
580,348,515,4.971476753858603
581,609,785,5.073573138933859
582,177,862,5.057114980845128
583,218,634,5.2476673179180695
584,22,759,5.308498632286751
585,168,813,5.067225072391817
586,639,664,5.047723265588092
587,314,867,4.831448857035968
588,322,499,4.933228438554299
589,468,782,5.0311584792438335
590,332,921,5.62916640251
591,43,818,4.984412158102303
592,421,441,5.309936960468383
593,32,400,4.924257081317304
594,371,620,4.612820961724517
595,178,225,5.781935352075721
596,398,457,5.061411792463011
597,35,405,5.17830853410973
598,458,508,4.567256945557044
599,40,520,5.215154927238148
600,315,459,5.736106686782369
601,110,993,4.759399917348078
602,669,691,4.90190775153731
603,521,564,5.208134705494863
604,77,816,5.688082430172126
605,889,960,5.673663880718046
606,89,641,5.094978515843579
607,75,743,5.186515925250905
608,639,785,4.9640826969120315
609,50,161,4.752447843121983
610,360,875,4.8382962578262845
611,776,790,5.022625739284324
612,294,521,5.114353161059248
613,514,790,4.881060645124006
614,681,967,4.616230442195357
615,786,983,5.27878100497116
616,123,639,5.211821408802587
617,104,397,5.732112843859965
618,563,682,5.596798296589967
619,296,338,5.462512189919853
620,521,685,5.0115960847009084
621,77,937,5.660921246160589
622,70,749,4.477173086589578
623,218,647,5.330894906790828
624,262,690,5.712645005603254
625,107,816,5.589221834400161
626,0,690,5.765271311967738
627,456,704,5.33598656696992
628,146,744,5.376426292663083
629,473,873,4.844078651300244
630,593,975,5.354012862792257
631,574,696,5.812927305261327
632,379,457,5.0961891363323915
633,348,878,4.782127489607837
634,320,816,5.525252693883773
635,669,933,4.908845298461205
636,378,986,4.983945472300977
637,419,758,5.397215959800864
638,419,529,5.194050367340224
639,331,645,4.587500109243716
640,107,937,5.590370992538284
641,413,455,4.460566978120029
642,79,875,4.8172678392547885
643,110,188,4.727811671923043
644,225,929,5.726588102425505
645,662,930,5.17821359697412
646,467,691,4.671851720139045
647,579,932,5.812769342752587
648,486,704,5.435321062976782
649,613,745,5.25995122176699
650,725,986,5.392561792635133
651,530,747,5.592186989206493
652,277,301,5.246887770460187
653,320,937,5.462121258043239
654,447,978,5.26443172991921
655,650,812,5.488759806761623
656,543,686,4.8541617988253964
657,268,481,4.936696179072128
658,218,889,5.541382005367922
659,488,521,4.914634985216861
660,9,752,4.929533987055446
661,350,816,5.44603778785796
662,152,306,5.565604439460744
663,88,816,5.547844208908906
664,0,932,5.774983897231291
665,91,296,5.5168796787354335
666,215,591,5.603636442192338
667,110,309,4.697364256668425
668,200,468,4.833254175543796
669,558,930,5.427083970423654
670,208,817,4.691825376732673
671,361,830,4.942330482311529
672,650,704,5.287020510768313
673,428,591,5.5690367283264575
674,395,414,5.461351767330596
675,350,937,5.432338021009612
676,88,937,5.517551966598103
677,262,824,5.740064769102637
678,12,124,5.207777149563017
679,0,824,5.707309968752041
680,60,838,5.341023945282705
681,743,868,5.040729634354765
682,77,253,5.821710958016368
683,283,358,4.4268087966502
684,333,704,5.23046503786035
685,467,933,4.676864320329651
686,121,296,5.442645709357667
687,123,894,5.334765868548791
688,200,360,4.781046908229105
689,296,822,5.578930199975658
690,733,823,5.634531913818152
691,282,887,5.362704317060215
692,557,597,4.235185081327035
693,414,814,5.48276847112257
694,629,702,5.808598737148709
695,6,723,5.587421379638579
696,620,653,4.756040503040045
697,284,704,5.325433108433702
698,124,486,5.6165334205807165
699,504,707,4.393739389340179
700,657,949,5.610633966016497
701,292,299,5.675679560811237
702,237,363,5.016325814422249
703,591,595,5.77518758357736
704,443,468,4.914692313159633
705,118,671,4.579117600474118
706,107,253,5.7128129170914
707,673,893,4.555663008902928
708,0,127,5.586263637681204
709,136,725,5.393462622580802
710,406,549,4.699828581048968
711,464,527,5.2561295860431905
712,155,186,4.6597077951268195
713,157,784,4.647625754725185
714,666,890,4.8125458727021835
715,129,951,4.916741782221539
716,89,320,5.320142705328201
717,89,91,5.4560353360126905
718,682,834,5.53132392961858
719,654,772,5.181119889391962
720,253,428,5.67717220256364
721,57,553,5.555204422210611
722,0,19,5.957999054296354
723,43,618,4.831436476880412
724,208,951,4.685764029899928
725,115,723,5.555448912057391
726,277,785,5.078868812120605
727,714,823,5.472109391961728
728,837,893,4.758224778964307
729,419,905,5.010054674168524
730,441,664,5.314091642656999
731,339,387,5.532646814370711
732,504,720,4.643679051821045
733,705,710,4.693627337719368
734,89,441,5.256767369394713
735,127,733,5.658610799657272
736,261,962,4.725023700784791
737,88,253,5.672664824525449
738,253,320,5.646934940860195
739,478,667,5.215169323349395
740,221,782,5.063209370833639
741,97,975,5.126682250253472
742,212,962,4.871860188092529
743,441,785,5.254312239357196
744,174,441,5.7886708918295815
745,26,277,5.190989663103236
746,471,893,4.832967445685123
747,457,729,4.839269121573327
748,190,385,4.492665717103926
749,797,834,5.2925330431106845
750,291,962,4.856710052737928
751,2,859,4.867241909251371
752,93,452,4.993214583285216
753,253,441,5.590182182021812
754,13,200,4.85604796133939
755,82,559,4.9332280952399445
756,6,978,5.419044388271154
757,501,957,4.832961410791568
758,246,667,5.184496536885376
759,153,210,5.030086891436864
760,213,261,4.617172959599312
761,77,629,5.897759552989827
762,127,975,5.2083457831623505
763,526,721,4.505950129196267
764,369,508,4.827286963016056
765,608,790,4.713691535730091
766,248,447,5.2210873073937485
767,827,834,5.390699275170697
768,758,963,5.35490287785919
769,178,388,5.865599714113183
770,725,786,5.502381466218522
771,357,390,4.852370709637597
772,35,339,5.34865134867545
773,2,162,5.249928073362858
774,889,894,5.427935451761718
775,177,688,4.980856859264746
776,452,627,4.738525808016319
777,811,974,5.231497827278202
778,107,629,5.7994895903848205
779,90,167,5.672615473462132
780,2,283,4.8039946768568935
781,320,858,5.575219870055583
782,339,871,5.553713750811463
783,746,966,5.225785594975634
784,284,383,5.583507786183881
785,662,743,5.195835008746192
786,247,501,4.733972590461229
787,598,987,4.880417705028553
788,40,696,5.40044294523372
789,609,853,5.021692871388195
790,375,686,4.886170967087502
791,191,865,4.660856318686653
792,461,689,5.137291490887109
793,34,393,4.849206630963191
794,70,804,4.628104785615439
795,350,858,5.4935900705945135
796,658,745,5.166023241247152
797,88,858,5.634985754928941
798,470,923,4.818850007536136
799,102,527,5.298585426340326
800,410,643,5.506672573971109
801,124,286,5.414251805676733
802,468,850,5.03937618431933
803,690,697,5.719596416887015
804,60,530,5.428467563568439
805,113,393,4.654716846773728
806,85,294,5.082471633175324
807,200,281,4.632147485290544
808,252,471,4.950000002530248
809,558,743,5.440969483790654
810,711,756,4.891319262708216
811,697,858,5.714989758001193
812,301,858,5.547655089661445
813,282,579,5.609302431762924
814,461,810,5.173458398727612
815,282,350,5.368425142047478
816,232,758,5.3362853865010695
817,359,799,4.914470534112737
818,218,823,5.370744683021178
819,414,735,5.408327270016482
820,639,853,4.907104516174186
821,9,457,4.935334108339827
822,212,291,4.8676322274169594
823,281,879,4.62809595531619
824,363,689,5.11714961890983
825,456,880,5.781439289632539
826,468,742,4.920518184269157
827,523,641,4.904466013761807
828,745,754,5.086307316420299
829,294,589,5.082088953672724
830,426,745,5.102760762660663
831,154,286,5.085111521060882
832,852,853,4.987568491092425
833,857,931,4.688347313422109
834,617,690,5.512452293599203
835,101,130,4.87400453933849
836,142,168,5.525652837634261
837,768,859,4.655681755946687
838,620,695,4.619938182693243
839,410,885,5.565717616935342
840,418,746,5.426458206556513
841,363,810,5.072206102116233
842,215,646,5.4775776268431
843,110,364,4.813602959297898
844,564,571,5.067734568834994
845,729,867,4.549905735195715
846,13,468,4.991668901231502
847,486,880,5.84300663163814
848,646,869,5.51732768200676
849,186,359,4.836282709476229
850,590,708,4.914618995381503
851,595,823,5.664414675235725
852,221,353,4.8938093361422546
853,157,597,4.455616071875777
854,418,638,5.598268629127746
855,177,246,4.900895342102948
856,237,297,4.948734427827754
857,495,821,5.035681264976861
858,550,757,4.887177016336609
859,421,643,5.234137150637823
860,178,885,5.437087961554551
861,123,949,5.660164048901871
862,641,646,5.134715259587214
863,219,657,5.504111260073713
864,921,929,5.565998545667998
865,577,890,4.56431791913051
866,29,533,4.983407802450068
867,650,880,5.717249304049338
868,142,410,5.753015980751021
869,410,898,5.580239099014933
870,740,773,4.532491040734727
871,333,880,5.690537061834882
872,641,767,5.110366479015505
873,29,654,5.16849412398682
874,678,834,5.314660828027195
875,5,31,4.834757373300745
876,631,759,5.348002252585554
877,268,670,5.015851836246043
878,617,824,5.544258485263535
879,636,837,4.927342019786305
880,386,662,5.350951013097274
881,284,880,5.7874569810295045
882,124,662,5.3574509867840865
883,26,90,5.252653091137883
884,22,614,5.114184738144263
885,421,885,5.256774636654513
886,278,311,5.7513702948213865
887,104,949,5.7561417300389115
888,178,898,5.4294058527885545
889,214,555,4.803791283413879
890,481,670,5.129663934249987
891,816,889,5.601825718422101
892,90,785,5.189361042800367
893,181,378,4.9785191877285255
894,654,827,5.505102922944078
895,599,662,5.167912488644381
896,29,775,4.979849774690127
897,497,880,6.194810387762463
898,84,482,5.571040169453422
899,34,890,4.762392158474212
900,225,421,5.582409524570306
901,698,870,4.950839354181671
902,717,883,5.150968804355348
903,39,968,4.628952662227578
904,851,883,5.154093087967791
905,879,945,4.736729881317608
906,923,988,5.049403560168157
907,634,885,5.1657028805394845
908,721,773,4.499859359687264
909,666,837,4.974689947785684
910,614,647,5.020481563114976
911,275,952,4.522288303954332
912,113,890,4.599979598843071
913,118,968,4.655080926309275
914,154,662,5.036049894261908
915,46,311,6.055465861868511
916,459,480,5.452281655647412
917,717,775,4.9604141934176305
918,123,265,5.272226018173688
919,152,966,5.312629300688012
920,496,776,5.031950455261139
921,331,968,4.626663974620793
922,26,332,5.332009853616399
923,265,614,4.884983346279891
924,210,678,5.134587279970006
925,339,563,5.346382812200479
926,70,375,4.709648552383114
927,589,711,5.084963495058251
928,38,837,4.670566697975436
929,38,608,4.5747357364753425
930,0,87,5.503069423653222
931,174,617,5.8233254602925975
932,876,889,5.421689948991157
933,350,550,5.171048477667072
934,200,791,4.709809909225575
935,253,617,5.606073308205865
936,253,388,5.994609577215708
937,299,733,5.761845364386126
938,244,797,5.332422420593301
939,82,506,4.787847465047513
940,376,724,4.542954020413515
941,221,850,5.030378783212235
942,123,278,5.6282655523038345
943,441,853,5.150386034548441
944,50,968,4.6894650213665034
945,353,740,4.710134751506972
946,172,399,4.283884240634226
947,521,553,5.3700326059371655
948,22,869,5.562511481505239
949,75,732,5.424309137893352
950,228,974,5.371712242962579
951,195,797,5.435531632561785
952,84,966,5.574593134081064
953,244,918,5.061543964083617
954,35,515,5.230755301033498
955,35,286,5.254832637332085
956,12,797,5.125233260064877
957,623,685,4.834073262732953
958,31,810,5.017083751007013
959,246,735,5.290987537308291
960,375,620,4.8655542459202605
961,447,725,5.4090152376353915
962,688,851,4.962494968002848
963,306,520,5.599711315136105
964,77,697,5.797268458897623
965,9,499,4.938409993277161
966,374,920,4.407314522905475
967,317,386,5.664883860626087
968,181,754,5.136731173544286
969,215,338,5.679123419520631
970,456,464,5.319201686513738
971,280,733,5.588027137690145
972,127,225,5.638341728870059
973,385,749,4.508444711963435
974,104,278,5.7529007063203546
975,477,752,5.180489611104974
976,12,918,4.801437528135003
977,53,690,5.330837152362684
978,39,526,4.45808149117002
979,378,746,5.006569956703131
980,89,643,5.180185626802649
981,190,695,4.506331082508214
982,176,797,5.450954211871675
983,880,913,5.9111990071521525
984,162,862,5.295789215851827
985,718,851,4.917374792159615
986,759,852,5.201810308921376
987,107,697,5.721068203241351
988,456,814,5.529039071728702
989,406,993,4.641781634969988
